audit_id,gen_s,finish_reason,verdict,unknown_tables,unknown_columns,issues,sql,question
316,12.1,stop,FAIL,,BusFeeStrucure.Concession_Amt; UserAccountRoleDetails.Branch_Id,[unknown_column] Column 'Concession_Amt' does not exist on table 'BusFeeStrucure' (referenced as 'bfs.Concession_Amt'). | [unknown_column] Column 'Branch_Id' does not exist on table 'UserAccountRoleDetails' (selected in the scoping subquery's select-list) — did you mean 'BranchID'?.,"SELECT rm.Name AS RouteName, SUM(bfs.Amount - ISNULL(bfs.Concession_Amt, 0)) AS TransportFeePending FROM BusFeeStrucure bfs INNER JOIN Route_Master rm ON bfs.Route_ID = rm.ID WHERE bfs.IsDeleted = 0 AND bfs.BranchID IN (SELECT Branch_Id FROM UserAccountRoleDetails WHERE UserID = @UserId) GROUP BY rm.Name ORDER BY TransportFeePending DESC",how much transport fee pending route wise
315,28.2,stop,FAIL,,UserAccountRoleDetails.Branch_Id,[unknown_column] Column 'Branch_Id' does not exist on table 'UserAccountRoleDetails' (selected in the scoping subquery's select-list) — did you mean 'BranchID'?. | [unknown_column] Column 'Branch_Id' does not exist on table 'UserAccountRoleDetails' (selected in the scoping subquery's select-list) — did you mean 'BranchID'?.,"SELECT fc.Bill_Date, sm.FirstName + ' ' + sm.LastName AS StudentName, fcd.Fees_Head_ID, ISNULL(fcd.Concession_Amount, 0) AS ConcessionAmount FROM FeesCollection_Details fcd JOIN FeesCollection fc ON fcd.Fees_Collection_ID = fc.Id JOIN Student_Master sm ON fc.Student_ID = sm.ID WHERE fcd.BranchID IN (SELECT Branch_Id FROM UserAccountRoleDetails WHERE UserID = @UserId AND IsDeleted = 0) AND fcd.AcademicYearID IN (SELECT Id FROM Branch_Academic_Details WHERE GETDATE() BETWEEN Start_Date AND End_Date AND Branch_Id IN (SELECT Branch_Id FROM UserAccountRoleDetails WHERE UserID = @UserId AND IsDeleted = 0)) AND fc.ChequeStatus_ID NOT IN (3, 4) AND (fc.IsDeleted IS NULL OR fc.IsDeleted = 0) AND fcd.Concession_Amount > 0 ORDER BY fc.Bill_Date DESC",any concession given without approval? i want to check
300,25.3,stop,FAIL,,FeesCollection_Details.Student_ID; FeesInformationStudentDetail.Fees_Collection_ID; UserAccountRoleDetails.Branch_Id,[unknown_column] Column 'Fees_Collection_ID' does not exist on table 'FeesInformationStudentDetail' (referenced as 'fisd.Fees_Collection_ID'). | [unknown_column] Column 'Student_ID' does not exist on table 'FeesCollection_Details' (referenced as 'fcd.Student_ID'). | [unknown_column] Column 'Branch_Id' does not exist on table 'UserAccountRoleDetails' (selected in the scoping subquery's select-list) — did you mean 'BranchID'?. | [unknown_column] Column 'Branch_Id' does not exist on table 'UserAccountRoleDetails' (selected in the scoping subquery's select-list) — did you mean 'BranchID'?.,"SELECT COUNT(DISTINCT sad.StudentID) AS SiblingDiscountStudents, SUM(fcd.Paid_Amt) AS TotalAmount FROM FeesInformationStudentDetail fisd JOIN FeesCollection_Details fcd ON fisd.Fees_Collection_ID = fcd.Fees_Collection_ID JOIN StudentAcademicDetail sad ON fcd.Student_ID = sad.StudentID WHERE fisd.IsIncludedInLumpSum <> 1 AND fisd.IsDonation = 0 AND fisd.BranchID IN (SELECT Branch_Id FROM UserAccountRoleDetails WHERE UserID = @UserId) AND fisd.AcademicYearID IN (SELECT Id FROM Branch_Academic_Details WHERE GETDATE() BETWEEN Start_Date AND End_Date AND Branch_Id IN (SELECT Branch_Id FROM UserAccountRoleDetails WHERE UserID = @UserId)) AND fcd.Fees_Head_ID IN (SELECT ID FROM Fees_Master WHERE Name LIKE '%Sibling%')",how many siblings getting sibling discount and total amount
299,12.1,stop,FAIL,,FeesCollection_Details.Branch_ID,[unknown_column] Column 'Branch_ID' does not exist on table 'FeesCollection_Details' (referenced as 'fcd.Branch_ID').,SELECT SUM(fcd.Concession_Amount) AS RTEWaiver FROM FeesCollection_Details fcd WHERE fcd.Branch_ID IN (SELECT Branch_Id FROM Branch_Academic_Details WHERE GETDATE() BETWEEN Start_Date AND End_Date AND Branch_Id IN (<scoping>)) AND fcd.Fees_Head_ID = 102  -- Assuming 'RTE' is identified by a specific Fees_Head_ID,total fees waived off due to rte
292,10.6,stop,FAIL,,StudentAcademicDetail.InstallmentRequired,[unknown_column] Column 'InstallmentRequired' does not exist on table 'StudentAcademicDetail' (referenced as 'sad.InstallmentRequired').,SELECT COUNT(DISTINCT sad.StudentID) AS InstallmentStudents FROM StudentAcademicDetail sad WHERE sad.AcademicYearID IN (SELECT Id FROM Branch_Academic_Details WHERE GETDATE() BETWEEN Start_Date AND End_Date AND Branch_Id IN (@UserId)) AND sad.IsTCIssued = 0 AND sad.InstallmentRequired = 1,how many students on installment plan currently
291,17.5,stop,FAIL,,UserAccountRoleDetails.Branch_Id,[unknown_column] Column 'Branch_Id' does not exist on table 'UserAccountRoleDetails' (selected in the scoping subquery's select-list) — did you mean 'BranchID'?. | [unknown_column] Column 'Branch_Id' does not exist on table 'UserAccountRoleDetails' (selected in the scoping subquery's select-list) — did you mean 'BranchID'?.,SELECT SUM(fcd.Paid_Amt) AS TuitionFeeCollection FROM FeesCollection_Details fcd INNER JOIN Fees_Master fm ON fcd.Fees_Head_ID = fm.ID WHERE fcd.BranchID IN (SELECT Branch_Id FROM UserAccountRoleDetails WHERE UserID = @UserId) AND fcd.AcademicYearID IN (SELECT Id FROM Branch_Academic_Details WHERE GETDATE() BETWEEN Start_Date AND End_Date AND Branch_Id IN (SELECT Branch_Id FROM UserAccountRoleDetails WHERE UserID = @UserId)) AND fm.Name LIKE '%Tuition%' AND fcd.FeesType_Name NOT LIKE '%Transport%',total tuition fee collection excluding transport
289,16.6,stop,FAIL,,FeesCollection.Gross_Amt; FeesCollection.Total_Amount; UserAccountRoleDetails.Branch_Id,[unknown_column] Column 'Total_Amount' does not exist on table 'FeesCollection' (referenced as 'fc.Total_Amount'). | [unknown_column] Column 'Gross_Amt' does not exist on table 'FeesCollection' (referenced as 'fc.Gross_Amt'). | [unknown_column] Column 'Branch_Id' does not exist on table 'UserAccountRoleDetails' (selected in the scoping subquery's select-list) — did you mean 'BranchID'?. | [unknown_column] Column 'Branch_Id' does not exist on table 'UserAccountRoleDetails' (selected in the scoping subquery's select-list) — did you mean 'BranchID'?.,"SELECT SUM(fc.Total_Amount - fc.Gross_Amt) AS TotalDiscount FROM FeesCollection fc WHERE fc.BranchID IN (SELECT Branch_Id FROM UserAccountRoleDetails WHERE UserID = @UserId) AND fc.AcademicYearID IN (SELECT Id FROM Branch_Academic_Details WHERE GETDATE() BETWEEN Start_Date AND End_Date AND Branch_Id IN (SELECT Branch_Id FROM UserAccountRoleDetails WHERE UserID = @UserId)) AND (fc.IsDeleted = 0 OR fc.IsDeleted IS NULL) AND fc.ChequeStatus_ID NOT IN (3, 4)","how much discount we have given in total, is it too much?"
286,16.9,stop,FAIL,,UserAccountRoleDetails.Branch_Id,[unknown_column] Column 'Branch_Id' does not exist on table 'UserAccountRoleDetails' (selected in the scoping subquery's select-list) — did you mean 'BranchID'?.,"SELECT SUM(fcd.Paid_Amt) AS AdmissionFeeCollected FROM FeesCollection_Details fcd JOIN Fees_Master fm ON fcd.Fees_Head_ID = fm.ID JOIN FeesCollection fc ON fcd.Fees_Collection_ID = fc.Id WHERE fm.Name LIKE '%Admission%' AND (fc.IsDeleted = 0 OR fc.IsDeleted IS NULL) AND fc.ChequeStatus_ID IN (1, 2) AND fc.BranchID IN (SELECT Branch_Id FROM UserAccountRoleDetails WHERE UserID = @UserId) AND YEAR(fc.Bill_Date) = YEAR(GETDATE())",how much admission fee collected for new admissions this year
278,24.7,stop,FAIL,,UserAccountRoleDetails.Branch_Id,[unknown_column] Column 'Branch_Id' does not exist on table 'UserAccountRoleDetails' (selected in the scoping subquery's select-list) — did you mean 'BranchID'?. | [unknown_column] Column 'Branch_Id' does not exist on table 'UserAccountRoleDetails' (selected in the scoping subquery's select-list) — did you mean 'BranchID'?.,"SELECT fc.Bill_No, fc.Bill_Date, sm.FirstName + ' ' + sm.LastName AS StudentName, SUM(fc.Receipt_Amt) AS TotalPaid FROM FeesCollection fc JOIN Student_Master sm ON fc.Student_ID = sm.ID WHERE fc.BranchID IN (SELECT Branch_Id FROM UserAccountRoleDetails WHERE UserID = @UserId) AND fc.AcademicYearID IN (SELECT Id FROM Branch_Academic_Details WHERE GETDATE() BETWEEN Start_Date AND End_Date AND Branch_Id IN (SELECT Branch_Id FROM UserAccountRoleDetails WHERE UserID = @UserId)) AND fc.IsDeleted = 0 AND fc.ChequeStatus_ID NOT IN (3, 4) GROUP BY fc.Bill_No, fc.Bill_Date, sm.FirstName + ' ' + sm.LastName HAVING SUM(fc.Receipt_Amt) > 1500 ORDER BY TotalPaid DESC","is there any student paid extra by mistake, refund pending?"
277,9.8,stop,FAIL,,StudentAcademicDetail.Scholarship_Amount,[unknown_column] Column 'Scholarship_Amount' does not exist on table 'StudentAcademicDetail' (referenced as 'sad.Scholarship_Amount'). | [unknown_column] Column 'Scholarship_Amount' does not exist on table 'StudentAcademicDetail' (referenced as 'sad.Scholarship_Amount').,SELECT SUM(sad.Scholarship_Amount) AS TotalScholarship FROM StudentAcademicDetail sad WHERE sad.AcademicYearID IN (SELECT Id FROM Branch_Academic_Details WHERE GETDATE() BETWEEN Start_Date AND End_Date AND Branch_Id IN (@UserId)) AND sad.Scholarship_Amount > 0,how much scholarship amount we given this year
